Food id,Food label,Substitution id,Substitution label
http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried",http://idea.rpi.edu/heals/kb/usda#02012,"Spices, coriander leaf, dried"
http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried",http://idea.rpi.edu/heals/kb/usda#02034,"Spices, poultry seasoning"
http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried",http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried"
http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried",http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh"
http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried",http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh"
http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried",http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh"
http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried",http://idea.rpi.edu/heals/kb/usda#11156,"Chives, raw"
http://idea.rpi.edu/heals/kb/usda#02030,"Spices, pepper, black",http://idea.rpi.edu/heals/kb/usda#02032,"Spices, pepper, white"
http://idea.rpi.edu/heals/kb/usda#02030,"Spices, pepper, black",http://idea.rpi.edu/heals/kb/usda#02031,"Spices, pepper, red or cayenne"
http://idea.rpi.edu/heals/kb/usda#02030,"Spices, pepper, black",http://idea.rpi.edu/heals/kb/usda#11632,"Peppers, jalapeno, canned"
http://idea.rpi.edu/heals/kb/usda#02031,"Spices, pepper, red or cayenne",http://idea.rpi.edu/heals/kb/usda#11329,"Peppers, hot chili, green"
http://idea.rpi.edu/heals/kb/usda#02031,"Spices, pepper, red or cayenne",http://idea.rpi.edu/heals/kb/usda#02009,"Spices, chili powder"
http://idea.rpi.edu/heals/kb/usda#02031,"Spices, pepper, red or cayenne",http://idea.rpi.edu/heals/kb/usda#02030,"Spices, pepper, black"
http://idea.rpi.edu/heals/kb/usda#02032,"Spices, pepper, white",http://idea.rpi.edu/heals/kb/usda#02030,"Spices, pepper, black"
http://idea.rpi.edu/heals/kb/usda#02034,"Spices, poultry seasoning",http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh"
http://idea.rpi.edu/heals/kb/usda#02035,"Spices, pumpkin pie spice",http://idea.rpi.edu/heals/kb/usda#02010,"Spices, cinnamon, ground"
http://idea.rpi.edu/heals/kb/usda#02037,"Spices, saffron",http://idea.rpi.edu/heals/kb/usda#02043,"Spices, turmeric, ground"
http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground",http://idea.rpi.edu/heals/kb/usda#02023,"Spices, marjoram, dried"
http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground",http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried"
http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground",http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried"
http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground",http://idea.rpi.edu/heals/kb/usda#02045,"Dill weed, fresh"
http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground",http://idea.rpi.edu/heals/kb/usda#02034,"Spices, poultry seasoning"
http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground",http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh"
http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground",http://idea.rpi.edu/heals/kb/usda#02014,"Spices, cumin seed"
http://idea.rpi.edu/heals/kb/usda#02039,"Spices, savory, ground",http://idea.rpi.edu/heals/kb/usda#02012,"Spices, coriander leaf, dried"
http://idea.rpi.edu/heals/kb/usda#02039,"Spices, savory, ground",http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried"
http://idea.rpi.edu/heals/kb/usda#02039,"Spices, savory, ground",http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02012,"Spices, coriander leaf, dried"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02023,"Spices, marjoram, dried"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02018,"Spices, fennel seed"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02003,"Spices, basil, dried"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02042,"Spices, thyme, dried"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh"
http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried",http://idea.rpi.edu/heals/kb/usda#02016,"Spices, dill seed"
http://idea.rpi.edu/heals/kb/usda#02042,"Spices, thyme, dried",http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh"
http://idea.rpi.edu/heals/kb/usda#02043,"Spices, turmeric, ground",http://idea.rpi.edu/heals/kb/usda#02015,"Spices, curry powder"
http://idea.rpi.edu/heals/kb/usda#02043,"Spices, turmeric, ground",http://idea.rpi.edu/heals/kb/usda#02037,"Spices, saffron"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02064,"Peppermint, fresh"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02045,"Dill weed, fresh"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02003,"Spices, basil, dried"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02023,"Spices, marjoram, dried"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02012,"Spices, coriander leaf, dried"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02066,"Spearmint, dried"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02026,"Spices, onion powder"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02020,"Spices, garlic powder"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02016,"Spices, dill seed"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02021,"Spices, ginger, ground"
http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh",http://idea.rpi.edu/heals/kb/usda#02034,"Spices, poultry seasoning"
http://idea.rpi.edu/heals/kb/usda#02048,"Vinegar, cider",http://idea.rpi.edu/heals/kb/usda#02068,"Vinegar, red wine"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02012,"Spices, coriander leaf, dried"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02039,"Spices, savory, ground"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02001,"Spices, allspice, ground"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02016,"Spices, dill seed"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02038,"Spices, sage, ground"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02005,"Spices, caraway seed"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02023,"Spices, marjoram, dried"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02064,"Peppermint, fresh"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02042,"Spices, thyme, dried"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02010,"Spices, cinnamon, ground"
http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh",http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried"
http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh",http://idea.rpi.edu/heals/kb/usda#02003,"Spices, basil, dried"
http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh",http://idea.rpi.edu/heals/kb/usda#02023,"Spices, marjoram, dried"
http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh",http://idea.rpi.edu/heals/kb/usda#02004,"Spices, bay leaf"
http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh",http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried"
http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh",http://idea.rpi.edu/heals/kb/usda#02012,"Spices, coriander leaf, dried"
http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh",http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh"
http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh",http://idea.rpi.edu/heals/kb/usda#02049,"Thyme, fresh"
http://idea.rpi.edu/heals/kb/usda#02063,"Rosemary, fresh",http://idea.rpi.edu/heals/kb/usda#02064,"Peppermint, fresh"
http://idea.rpi.edu/heals/kb/usda#02064,"Peppermint, fresh",http://idea.rpi.edu/heals/kb/usda#02027,"Spices, oregano, dried"
http://idea.rpi.edu/heals/kb/usda#02064,"Peppermint, fresh",http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh"
http://idea.rpi.edu/heals/kb/usda#02064,"Peppermint, fresh",http://idea.rpi.edu/heals/kb/usda#02045,"Dill weed, fresh"
http://idea.rpi.edu/heals/kb/usda#02064,"Peppermint, fresh",http://idea.rpi.edu/heals/kb/usda#02016,"Spices, dill seed"
http://idea.rpi.edu/heals/kb/usda#02064,"Peppermint, fresh",http://idea.rpi.edu/heals/kb/usda#02041,"Spices, tarragon, dried"
http://idea.rpi.edu/heals/kb/usda#02066,"Spearmint, dried",http://idea.rpi.edu/heals/kb/usda#02044,"Basil, fresh"
http://idea.rpi.edu/heals/kb/usda#02066,"Spearmint, dried",http://idea.rpi.edu/heals/kb/usda#02026,"Spices, onion powder"
http://idea.rpi.edu/heals/kb/usda#02068,"Vinegar, red wine",http://idea.rpi.edu/heals/kb/usda#02048,"Vinegar, cider"
http://idea.rpi.edu/heals/kb/usda#02068,"Vinegar, red wine",http://idea.rpi.edu/heals/kb/usda#02069,"Vinegar, balsamic"
http://idea.rpi.edu/heals/kb/usda#02069,"Vinegar, balsamic",http://idea.rpi.edu/heals/kb/usda#02068,"Vinegar, red wine"
http://idea.rpi.edu/heals/kb/usda#02069,"Vinegar, balsamic",http://idea.rpi.edu/heals/kb/usda#02048,"Vinegar, cider"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04528,"Oil, walnut"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04585,"Margarine-like, margarine-butter blend, soybean oil and butter"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#01001,"Butter, salted"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm "
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04615,"Shortening, vegetable, household"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#01003,"Butter oil, anhydrous"
http://idea.rpi.edu/heals/kb/usda#04002,Lard,http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail"
http://idea.rpi.edu/heals/kb/usda#04034,"Oil, soybean, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04038,"Oil, wheat germ",http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut"
http://idea.rpi.edu/heals/kb/usda#04038,"Oil, wheat germ",http://idea.rpi.edu/heals/kb/usda#04502,"Oil, cottonseed, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04038,"Oil, wheat germ",http://idea.rpi.edu/heals/kb/usda#04506,"Oil, sunflower, linoleic"
http://idea.rpi.edu/heals/kb/usda#04038,"Oil, wheat germ",http://idea.rpi.edu/heals/kb/usda#04529,"Oil, almond"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#01003,"Butter oil, anhydrous"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04615,"Shortening, vegetable, household"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04002,Lard
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04669,"Oil, vegetable, soybean"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04528,"Oil, walnut"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04585,"Margarine-like, margarine-butter blend, soybean oil and butter"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04585,"Margarine-like, margarine-butter blend, soybean oil and butter"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04528,"Oil, walnut"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04002,Lard
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04669,"Oil, vegetable, soybean"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#01003,"Butter oil, anhydrous"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04615,"Shortening, vegetable, household"
http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut",http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#01003,"Butter oil, anhydrous"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04615,"Shortening, vegetable, household"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04528,"Oil, walnut"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04002,Lard
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04532,"Oil, hazelnut"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04679,"Oil, PAM cooking spray, original"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#01001,"Butter, salted"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04669,"Oil, vegetable, soybean"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04585,"Margarine-like, margarine-butter blend, soybean oil and butter"
http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail"
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04002,Lard
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail"
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#01003,"Butter oil, anhydrous"
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04615,"Shortening, vegetable, household"
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04585,"Margarine-like, margarine-butter blend, soybean oil and butter"
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut"
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola"
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04528,"Oil, walnut"
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking",http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard",http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut"
http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard",http://idea.rpi.edu/heals/kb/usda#04601,"Butter, light, stick"
http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard",http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola"
http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard",http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard",http://idea.rpi.edu/heals/kb/usda#01001,"Butter, salted"
http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard",http://idea.rpi.edu/heals/kb/usda#04002,Lard
http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard",http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm "
http://idea.rpi.edu/heals/kb/usda#04120,"Salad dressing, french dressing, commercial",http://idea.rpi.edu/heals/kb/usda#04016,"Salad dressing, sesame seed dressing, regular"
http://idea.rpi.edu/heals/kb/usda#04120,"Salad dressing, french dressing, commercial",http://idea.rpi.edu/heals/kb/usda#04639,"Salad dressing, ranch dressing, regular"
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#04585,"Margarine-like, margarine-butter blend, soybean oil and butter"
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#04615,"Shortening, vegetable, household"
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#04002,Lard
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#01003,"Butter oil, anhydrous"
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#04528,"Oil, walnut"
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola"
http://idea.rpi.edu/heals/kb/usda#04518,"Oil, corn, industrial and retail",http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut"
http://idea.rpi.edu/heals/kb/usda#04529,"Oil, almond",http://idea.rpi.edu/heals/kb/usda#04502,"Oil, cottonseed, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04529,"Oil, almond",http://idea.rpi.edu/heals/kb/usda#04038,"Oil, wheat germ"
http://idea.rpi.edu/heals/kb/usda#04529,"Oil, almond",http://idea.rpi.edu/heals/kb/usda#04042,"Oil, peanut, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04529,"Oil, almond",http://idea.rpi.edu/heals/kb/usda#04506,"Oil, sunflower, linoleic"
http://idea.rpi.edu/heals/kb/usda#04531,"Oil, soybean lecithin",http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola"
http://idea.rpi.edu/heals/kb/usda#04542,"Fat, chicken",http://idea.rpi.edu/heals/kb/usda#04575,"Fat, turkey"
http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm ",http://idea.rpi.edu/heals/kb/usda#04073,"Margarine, regular, hard"
http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm ",http://idea.rpi.edu/heals/kb/usda#04669,"Oil, vegetable, soybean"
http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm ",http://idea.rpi.edu/heals/kb/usda#04053,"Oil, olive, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm ",http://idea.rpi.edu/heals/kb/usda#04506,"Oil, sunflower, linoleic "
http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm ",http://idea.rpi.edu/heals/kb/usda#01001,"Butter, salted"
http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm ",http://idea.rpi.edu/heals/kb/usda#04002,Lard
http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm ",http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola"
http://idea.rpi.edu/heals/kb/usda#04556,"Shortening frying , palm ",http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut"
http://idea.rpi.edu/heals/kb/usda#04575,"Fat, turkey",http://idea.rpi.edu/heals/kb/usda#04542,"Fat, chicken"
http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola",http://idea.rpi.edu/heals/kb/usda#04510,"Oil, safflower, salad or cooking"
http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola",http://idea.rpi.edu/heals/kb/usda#04047,"Oil, coconut"
http://idea.rpi.edu/heals/kb/usda#04582,"Oil, canola",http://idea.rpi.edu/heals/kb/usda#04058,"Oil, sesame, salad or cooking"
